pin,bank,pin_func,is_general_purpose,site
W46,129,MGTYRXN2_129,0,GTYE4_CHANNEL_X0Y38
W45,129,MGTYRXP2_129,0,GTYE4_CHANNEL_X0Y38
W41,129,MGTYTXN2_129,0,GTYE4_CHANNEL_X0Y38
W40,129,MGTYTXP2_129,0,GTYE4_CHANNEL_X0Y38
V44,129,MGTYRXN3_129,0,GTYE4_CHANNEL_X0Y39
V43,129,MGTYRXP3_129,0,GTYE4_CHANNEL_X0Y39
V39,129,MGTYTXN3_129,0,GTYE4_CHANNEL_X0Y39
V38,129,MGTYTXP3_129,0,GTYE4_CHANNEL_X0Y39
W37,130,MGTREFCLK0N_130,0,GTYE4_COMMON_X0Y10
W36,130,MGTREFCLK0P_130,0,GTYE4_COMMON_X0Y10
U46,130,MGTYRXN0_130,0,GTYE4_CHANNEL_X0Y40
U45,130,MGTYRXP0_130,0,GTYE4_CHANNEL_X0Y40
U41,130,MGTYTXN0_130,0,GTYE4_CHANNEL_X0Y40
U40,130,MGTYTXP0_130,0,GTYE4_CHANNEL_X0Y40
U37,130,MGTREFCLK1N_130,0,GTYE4_COMMON_X0Y10
U36,130,MGTREFCLK1P_130,0,GTYE4_COMMON_X0Y10
T44,130,MGTYRXN1_130,0,GTYE4_CHANNEL_X0Y41
T43,130,MGTYRXP1_130,0,GTYE4_CHANNEL_X0Y41
T39,130,MGTYTXN1_130,0,GTYE4_CHANNEL_X0Y41
T38,130,MGTYTXP1_130,0,GTYE4_CHANNEL_X0Y41
R46,130,MGTYRXN2_130,0,GTYE4_CHANNEL_X0Y42
R45,130,MGTYRXP2_130,0,GTYE4_CHANNEL_X0Y42
R41,130,MGTYTXN2_130,0,GTYE4_CHANNEL_X0Y42
R40,130,MGTYTXP2_130,0,GTYE4_CHANNEL_X0Y42
P44,130,MGTYRXN3_130,0,GTYE4_CHANNEL_X0Y43
P43,130,MGTYRXP3_130,0,GTYE4_CHANNEL_X0Y43
P39,130,MGTYTXN3_130,0,GTYE4_CHANNEL_X0Y43
P38,130,MGTYTXP3_130,0,GTYE4_CHANNEL_X0Y43
R37,131,MGTREFCLK0N_131,0,GTYE4_COMMON_X0Y11
R36,131,MGTREFCLK0P_131,0,GTYE4_COMMON_X0Y11
N46,131,MGTYRXN0_131,0,GTYE4_CHANNEL_X0Y44
N45,131,MGTYRXP0_131,0,GTYE4_CHANNEL_X0Y44
N41,131,MGTYTXN0_131,0,GTYE4_CHANNEL_X0Y44
N40,131,MGTYTXP0_131,0,GTYE4_CHANNEL_X0Y44
N37,131,MGTREFCLK1N_131,0,GTYE4_COMMON_X0Y11
N36,131,MGTREFCLK1P_131,0,GTYE4_COMMON_X0Y11
M44,131,MGTYRXN1_131,0,GTYE4_CHANNEL_X0Y45
M43,131,MGTYRXP1_131,0,GTYE4_CHANNEL_X0Y45
M39,131,MGTYTXN1_131,0,GTYE4_CHANNEL_X0Y45
M38,131,MGTYTXP1_131,0,GTYE4_CHANNEL_X0Y45
L46,131,MGTYRXN2_131,0,GTYE4_CHANNEL_X0Y46
L45,131,MGTYRXP2_131,0,GTYE4_CHANNEL_X0Y46
L41,131,MGTYTXN2_131,0,GTYE4_CHANNEL_X0Y46
L40,131,MGTYTXP2_131,0,GTYE4_CHANNEL_X0Y46
K44,131,MGTYRXN3_131,0,GTYE4_CHANNEL_X0Y47
K43,131,MGTYRXP3_131,0,GTYE4_CHANNEL_X0Y47
J41,131,MGTYTXN3_131,0,GTYE4_CHANNEL_X0Y47
J40,131,MGTYTXP3_131,0,GTYE4_CHANNEL_X0Y47
L37,133,MGTREFCLK0N_133,0,GTYE4_COMMON_X0Y13
L36,133,MGTREFCLK0P_133,0,GTYE4_COMMON_X0Y13
J46,133,MGTYRXN0_133,0,GTYE4_CHANNEL_X0Y52
J45,133,MGTYRXP0_133,0,GTYE4_CHANNEL_X0Y52
G41,133,MGTYTXN0_133,0,GTYE4_CHANNEL_X0Y52
G40,133,MGTYTXP0_133,0,GTYE4_CHANNEL_X0Y52
K39,133,MGTREFCLK1N_133,0,GTYE4_COMMON_X0Y13
K38,133,MGTREFCLK1P_133,0,GTYE4_COMMON_X0Y13
H44,133,MGTYRXN1_133,0,GTYE4_CHANNEL_X0Y53
H43,133,MGTYRXP1_133,0,GTYE4_CHANNEL_X0Y53
E43,133,MGTYTXN1_133,0,GTYE4_CHANNEL_X0Y53
E42,133,MGTYTXP1_133,0,GTYE4_CHANNEL_X0Y53
F46,133,MGTYRXN2_133,0,GTYE4_CHANNEL_X0Y54
F45,133,MGTYRXP2_133,0,GTYE4_CHANNEL_X0Y54
C43,133,MGTYTXN2_133,0,GTYE4_CHANNEL_X0Y54
C42,133,MGTYTXP2_133,0,GTYE4_CHANNEL_X0Y54
D46,133,MGTYRXN3_133,0,GTYE4_CHANNEL_X0Y55
D45,133,MGTYRXP3_133,0,GTYE4_CHANNEL_X0Y55
A43,133,MGTYTXN3_133,0,GTYE4_CHANNEL_X0Y55
A42,133,MGTYTXP3_133,0,GTYE4_CHANNEL_X0Y55
AW8,224,MGTREFCLK0N_224,0,GTYE4_COMMON_X1Y4
AW9,224,MGTREFCLK0P_224,0,GTYE4_COMMON_X1Y4
BC1,224,MGTYRXN0_224,0,GTYE4_CHANNEL_X1Y16
BC2,224,MGTYRXP0_224,0,GTYE4_CHANNEL_X1Y16
BF4,224,MGTYTXN0_224,0,GTYE4_CHANNEL_X1Y16
BF5,224,MGTYTXP0_224,0,GTYE4_CHANNEL_X1Y16
AV10,224,MGTREFCLK1N_224,0,GTYE4_COMMON_X1Y4
AV11,224,MGTREFCLK1P_224,0,GTYE4_COMMON_X1Y4
BA1,224,MGTYRXN1_224,0,GTYE4_CHANNEL_X1Y17
BA2,224,MGTYRXP1_224,0,GTYE4_CHANNEL_X1Y17
BD4,224,MGTYTXN1_224,0,GTYE4_CHANNEL_X1Y17
BD5,224,MGTYTXP1_224,0,GTYE4_CHANNEL_X1Y17
AW3,224,MGTYRXN2_224,0,GTYE4_CHANNEL_X1Y18
AW4,224,MGTYRXP2_224,0,GTYE4_CHANNEL_X1Y18
BB4,224,MGTYTXN2_224,0,GTYE4_CHANNEL_X1Y18
BB5,224,MGTYTXP2_224,0,GTYE4_CHANNEL_X1Y18
AV1,224,MGTYRXN3_224,0,GTYE4_CHANNEL_X1Y19
AV2,224,MGTYRXP3_224,0,GTYE4_CHANNEL_X1Y19
AV6,224,MGTYTXN3_224,0,GTYE4_CHANNEL_X1Y19
AV7,224,MGTYTXP3_224,0,GTYE4_CHANNEL_X1Y19
AT10,225,MGTREFCLK0N_225,0,GTYE4_COMMON_X1Y5
AT11,225,MGTREFCLK0P_225,0,GTYE4_COMMON_X1Y5
AU3,225,MGTYRXN0_225,0,GTYE4_CHANNEL_X1Y20
AU4,225,MGTYRXP0_225,0,GTYE4_CHANNEL_X1Y20
AU8,225,MGTYTXN0_225,0,GTYE4_CHANNEL_X1Y20
AU9,225,MGTYTXP0_225,0,GTYE4_CHANNEL_X1Y20
AP10,225,MGTREFCLK1N_225,0,GTYE4_COMMON_X1Y5
AP11,225,MGTREFCLK1P_225,0,GTYE4_COMMON_X1Y5
AT1,225,MGTYRXN1_225,0,GTYE4_CHANNEL_X1Y21
AT2,225,MGTYRXP1_225,0,GTYE4_CHANNEL_X1Y21
AT6,225,MGTYTXN1_225,0,GTYE4_CHANNEL_X1Y21
AT7,225,MGTYTXP1_225,0,GTYE4_CHANNEL_X1Y21
AR3,225,MGTYRXN2_225,0,GTYE4_CHANNEL_X1Y22
AR4,225,MGTYRXP2_225,0,GTYE4_CHANNEL_X1Y22
AR8,225,MGTYTXN2_225,0,GTYE4_CHANNEL_X1Y22
AR9,225,MGTYTXP2_225,0,GTYE4_CHANNEL_X1Y22
AP1,225,MGTYRXN3_225,0,GTYE4_CHANNEL_X1Y23
AP2,225,MGTYRXP3_225,0,GTYE4_CHANNEL_X1Y23
AP6,225,MGTYTXN3_225,0,GTYE4_CHANNEL_X1Y23
AP7,225,MGTYTXP3_225,0,GTYE4_CHANNEL_X1Y23
AM10,226,MGTREFCLK0N_226,0,GTYE4_COMMON_X1Y6
AM11,226,MGTREFCLK0P_226,0,GTYE4_COMMON_X1Y6
AN3,226,MGTYRXN0_226,0,GTYE4_CHANNEL_X1Y24
AN4,226,MGTYRXP0_226,0,GTYE4_CHANNEL_X1Y24
AN8,226,MGTYTXN0_226,0,GTYE4_CHANNEL_X1Y24
AN9,226,MGTYTXP0_226,0,GTYE4_CHANNEL_X1Y24
AK10,226,MGTREFCLK1N_226,0,GTYE4_COMMON_X1Y6
AK11,226,MGTREFCLK1P_226,0,GTYE4_COMMON_X1Y6
AM1,226,MGTYRXN1_226,0,GTYE4_CHANNEL_X1Y25
AM2,226,MGTYRXP1_226,0,GTYE4_CHANNEL_X1Y25
AM6,226,MGTYTXN1_226,0,GTYE4_CHANNEL_X1Y25
AM7,226,MGTYTXP1_226,0,GTYE4_CHANNEL_X1Y25
AL3,226,MGTYRXN2_226,0,GTYE4_CHANNEL_X1Y26
AL4,226,MGTYRXP2_226,0,GTYE4_CHANNEL_X1Y26
AL8,226,MGTYTXN2_226,0,GTYE4_CHANNEL_X1Y26
AL9,226,MGTYTXP2_226,0,GTYE4_CHANNEL_X1Y26
AK1,226,MGTYRXN3_226,0,GTYE4_CHANNEL_X1Y27
AK2,226,MGTYRXP3_226,0,GTYE4_CHANNEL_X1Y27
AK6,226,MGTYTXN3_226,0,GTYE4_CHANNEL_X1Y27
AK7,226,MGTYTXP3_226,0,GTYE4_CHANNEL_X1Y27
AH10,227,MGTREFCLK0N_227,0,GTYE4_COMMON_X1Y7
AH11,227,MGTREFCLK0P_227,0,GTYE4_COMMON_X1Y7
AJ3,227,MGTYRXN0_227,0,GTYE4_CHANNEL_X1Y28
AJ4,227,MGTYRXP0_227,0,GTYE4_CHANNEL_X1Y28
AJ8,227,MGTYTXN0_227,0,GTYE4_CHANNEL_X1Y28
AJ9,227,MGTYTXP0_227,0,GTYE4_CHANNEL_X1Y28
AF10,227,MGTREFCLK1N_227,0,GTYE4_COMMON_X1Y7
AF11,227,MGTREFCLK1P_227,0,GTYE4_COMMON_X1Y7
AH1,227,MGTYRXN1_227,0,GTYE4_CHANNEL_X1Y29
AH2,227,MGTYRXP1_227,0,GTYE4_CHANNEL_X1Y29
AH6,227,MGTYTXN1_227,0,GTYE4_CHANNEL_X1Y29
AH7,227,MGTYTXP1_227,0,GTYE4_CHANNEL_X1Y29
AG3,227,MGTYRXN2_227,0,GTYE4_CHANNEL_X1Y30
AG4,227,MGTYRXP2_227,0,GTYE4_CHANNEL_X1Y30
AG8,227,MGTYTXN2_227,0,GTYE4_CHANNEL_X1Y30
AG9,227,MGTYTXP2_227,0,GTYE4_CHANNEL_X1Y30
AF1,227,MGTYRXN3_227,0,GTYE4_CHANNEL_X1Y31
AF2,227,MGTYRXP3_227,0,GTYE4_CHANNEL_X1Y31
AF6,227,MGTYTXN3_227,0,GTYE4_CHANNEL_X1Y31
AF7,227,MGTYTXP3_227,0,GTYE4_CHANNEL_X1Y31
AD10,228,MGTREFCLK0N_228,0,GTYE4_COMMON_X1Y8
AD11,228,MGTREFCLK0P_228,0,GTYE4_COMMON_X1Y8
AE3,228,MGTYRXN0_228,0,GTYE4_CHANNEL_X1Y32
AE4,228,MGTYRXP0_228,0,GTYE4_CHANNEL_X1Y32
AE8,228,MGTYTXN0_228,0,GTYE4_CHANNEL_X1Y32
AE9,228,MGTYTXP0_228,0,GTYE4_CHANNEL_X1Y32
AB10,228,MGTREFCLK1N_228,0,GTYE4_COMMON_X1Y8
AB11,228,MGTREFCLK1P_228,0,GTYE4_COMMON_X1Y8
AD1,228,MGTYRXN1_228,0,GTYE4_CHANNEL_X1Y33
AD2,228,MGTYRXP1_228,0,GTYE4_CHANNEL_X1Y33
AD6,228,MGTYTXN1_228,0,GTYE4_CHANNEL_X1Y33
AD7,228,MGTYTXP1_228,0,GTYE4_CHANNEL_X1Y33
AC3,228,MGTYRXN2_228,0,GTYE4_CHANNEL_X1Y34
AC4,228,MGTYRXP2_228,0,GTYE4_CHANNEL_X1Y34
AC8,228,MGTYTXN2_228,0,GTYE4_CHANNEL_X1Y34
AC9,228,MGTYTXP2_228,0,GTYE4_CHANNEL_X1Y34
AB1,228,MGTYRXN3_228,0,GTYE4_CHANNEL_X1Y35
AB2,228,MGTYRXP3_228,0,GTYE4_CHANNEL_X1Y35
AB6,228,MGTYTXN3_228,0,GTYE4_CHANNEL_X1Y35
AB7,228,MGTYTXP3_228,0,GTYE4_CHANNEL_X1Y35
Y10,229,MGTREFCLK0N_229,0,GTYE4_COMMON_X1Y9
Y11,229,MGTREFCLK0P_229,0,GTYE4_COMMON_X1Y9
AA3,229,MGTYRXN0_229,0,GTYE4_CHANNEL_X1Y36
AA4,229,MGTYRXP0_229,0,GTYE4_CHANNEL_X1Y36
AA8,229,MGTYTXN0_229,0,GTYE4_CHANNEL_X1Y36
AA9,229,MGTYTXP0_229,0,GTYE4_CHANNEL_X1Y36
V10,229,MGTREFCLK1N_229,0,GTYE4_COMMON_X1Y9
V11,229,MGTREFCLK1P_229,0,GTYE4_COMMON_X1Y9
Y1,229,MGTYRXN1_229,0,GTYE4_CHANNEL_X1Y37
Y2,229,MGTYRXP1_229,0,GTYE4_CHANNEL_X1Y37
Y6,229,MGTYTXN1_229,0,GTYE4_CHANNEL_X1Y37
Y7,229,MGTYTXP1_229,0,GTYE4_CHANNEL_X1Y37
W3,229,MGTYRXN2_229,0,GTYE4_CHANNEL_X1Y38
W4,229,MGTYRXP2_229,0,GTYE4_CHANNEL_X1Y38
W8,229,MGTYTXN2_229,0,GTYE4_CHANNEL_X1Y38
W9,229,MGTYTXP2_229,0,GTYE4_CHANNEL_X1Y38
V1,229,MGTYRXN3_229,0,GTYE4_CHANNEL_X1Y39
V2,229,MGTYRXP3_229,0,GTYE4_CHANNEL_X1Y39
V6,229,MGTYTXN3_229,0,GTYE4_CHANNEL_X1Y39
V7,229,MGTYTXP3_229,0,GTYE4_CHANNEL_X1Y39
T10,230,MGTREFCLK0N_230,0,GTYE4_COMMON_X1Y10
T11,230,MGTREFCLK0P_230,0,GTYE4_COMMON_X1Y10
U3,230,MGTYRXN0_230,0,GTYE4_CHANNEL_X1Y40
U4,230,MGTYRXP0_230,0,GTYE4_CHANNEL_X1Y40
U8,230,MGTYTXN0_230,0,GTYE4_CHANNEL_X1Y40
U9,230,MGTYTXP0_230,0,GTYE4_CHANNEL_X1Y40
P10,230,MGTREFCLK1N_230,0,GTYE4_COMMON_X1Y10
P11,230,MGTREFCLK1P_230,0,GTYE4_COMMON_X1Y10
T1,230,MGTYRXN1_230,0,GTYE4_CHANNEL_X1Y41
T2,230,MGTYRXP1_230,0,GTYE4_CHANNEL_X1Y41
T6,230,MGTYTXN1_230,0,GTYE4_CHANNEL_X1Y41
T7,230,MGTYTXP1_230,0,GTYE4_CHANNEL_X1Y41
R3,230,MGTYRXN2_230,0,GTYE4_CHANNEL_X1Y42
R4,230,MGTYRXP2_230,0,GTYE4_CHANNEL_X1Y42
R8,230,MGTYTXN2_230,0,GTYE4_CHANNEL_X1Y42
R9,230,MGTYTXP2_230,0,GTYE4_CHANNEL_X1Y42
P1,230,MGTYRXN3_230,0,GTYE4_CHANNEL_X1Y43
P2,230,MGTYRXP3_230,0,GTYE4_CHANNEL_X1Y43
P6,230,MGTYTXN3_230,0,GTYE4_CHANNEL_X1Y43
P7,230,MGTYTXP3_230,0,GTYE4_CHANNEL_X1Y43
M10,231,MGTREFCLK0N_231,0,GTYE4_COMMON_X1Y11
M11,231,MGTREFCLK0P_231,0,GTYE4_COMMON_X1Y11
N3,231,MGTYRXN0_231,0,GTYE4_CHANNEL_X1Y44
N4,231,MGTYRXP0_231,0,GTYE4_CHANNEL_X1Y44
N8,231,MGTYTXN0_231,0,GTYE4_CHANNEL_X1Y44
N9,231,MGTYTXP0_231,0,GTYE4_CHANNEL_X1Y44
K10,231,MGTREFCLK1N_231,0,GTYE4_COMMON_X1Y11
K11,231,MGTREFCLK1P_231,0,GTYE4_COMMON_X1Y11
M1,231,MGTYRXN1_231,0,GTYE4_CHANNEL_X1Y45
M2,231,MGTYRXP1_231,0,GTYE4_CHANNEL_X1Y45
M6,231,MGTYTXN1_231,0,GTYE4_CHANNEL_X1Y45
M7,231,MGTYTXP1_231,0,GTYE4_CHANNEL_X1Y45
L3,231,MGTYRXN2_231,0,GTYE4_CHANNEL_X1Y46
L4,231,MGTYRXP2_231,0,GTYE4_CHANNEL_X1Y46
L8,231,MGTYTXN2_231,0,GTYE4_CHANNEL_X1Y46
L9,231,MGTYTXP2_231,0,GTYE4_CHANNEL_X1Y46
K1,231,MGTYRXN3_231,0,GTYE4_CHANNEL_X1Y47
K2,231,MGTYRXP3_231,0,GTYE4_CHANNEL_X1Y47
K6,231,MGTYTXN3_231,0,GTYE4_CHANNEL_X1Y47
K7,231,MGTYTXP3_231,0,GTYE4_CHANNEL_X1Y47
H10,232,MGTREFCLK0N_232,0,GTYE4_COMMON_X1Y12
H11,232,MGTREFCLK0P_232,0,GTYE4_COMMON_X1Y12
J3,232,MGTYRXN0_232,0,GTYE4_CHANNEL_X1Y48
J4,232,MGTYRXP0_232,0,GTYE4_CHANNEL_X1Y48
J8,232,MGTYTXN0_232,0,GTYE4_CHANNEL_X1Y48
J9,232,MGTYTXP0_232,0,GTYE4_CHANNEL_X1Y48
F10,232,MGTREFCLK1N_232,0,GTYE4_COMMON_X1Y12
F11,232,MGTREFCLK1P_232,0,GTYE4_COMMON_X1Y12
H1,232,MGTYRXN1_232,0,GTYE4_CHANNEL_X1Y49
H2,232,MGTYRXP1_232,0,GTYE4_CHANNEL_X1Y49
H6,232,MGTYTXN1_232,0,GTYE4_CHANNEL_X1Y49
H7,232,MGTYTXP1_232,0,GTYE4_CHANNEL_X1Y49
G3,232,MGTYRXN2_232,0,GTYE4_CHANNEL_X1Y50
G4,232,MGTYRXP2_232,0,GTYE4_CHANNEL_X1Y50
G8,232,MGTYTXN2_232,0,GTYE4_CHANNEL_X1Y50
G9,232,MGTYTXP2_232,0,GTYE4_CHANNEL_X1Y50
F1,232,MGTYRXN3_232,0,GTYE4_CHANNEL_X1Y51
F2,232,MGTYRXP3_232,0,GTYE4_CHANNEL_X1Y51
F6,232,MGTYTXN3_232,0,GTYE4_CHANNEL_X1Y51
F7,232,MGTYTXP3_232,0,GTYE4_CHANNEL_X1Y51
D10,233,MGTREFCLK0N_233,0,GTYE4_COMMON_X1Y13
D11,233,MGTREFCLK0P_233,0,GTYE4_COMMON_X1Y13
E3,233,MGTYRXN0_233,0,GTYE4_CHANNEL_X1Y52
E4,233,MGTYRXP0_233,0,GTYE4_CHANNEL_X1Y52
E8,233,MGTYTXN0_233,0,GTYE4_CHANNEL_X1Y52
E9,233,MGTYTXP0_233,0,GTYE4_CHANNEL_X1Y52
B10,233,MGTREFCLK1N_233,0,GTYE4_COMMON_X1Y13
B11,233,MGTREFCLK1P_233,0,GTYE4_COMMON_X1Y13
D1,233,MGTYRXN1_233,0,GTYE4_CHANNEL_X1Y53
D2,233,MGTYRXP1_233,0,GTYE4_CHANNEL_X1Y53
D6,233,MGTYTXN1_233,0,GTYE4_CHANNEL_X1Y53
D7,233,MGTYTXP1_233,0,GTYE4_CHANNEL_X1Y53
C3,233,MGTYRXN2_233,0,GTYE4_CHANNEL_X1Y54
C4,233,MGTYRXP2_233,0,GTYE4_CHANNEL_X1Y54
C8,233,MGTYTXN2_233,0,GTYE4_CHANNEL_X1Y54
C9,233,MGTYTXP2_233,0,GTYE4_CHANNEL_X1Y54
A4,233,MGTYRXN3_233,0,GTYE4_CHANNEL_X1Y55
A5,233,MGTYRXP3_233,0,GTYE4_CHANNEL_X1Y55
A8,233,MGTYTXN3_233,0,GTYE4_CHANNEL_X1Y55
A9,233,MGTYTXP3_233,0,GTYE4_CHANNEL_X1Y55
A10,,GND,0,
A11,,MGTAVCC_RN,0,
A12,,GND,0,
A16,72,VCCO_72,0,
A21,,GND,0,
A26,74,VCCO_74,0,
A3,,GND,0,
A31,,GND,0,
A36,70,VCCO_70,0,
A41,,GND,0,
A44,,GND,0,
A6,,GND,0,
A7,,MGTAVCC_RN,0,
AA1,,GND,0,
AA10,,GND,0,
AA11,,MGTAVCC_RS,0,
AA12,0,PUDC_B_0,0,
AA13,,GND,0,
AA14,,VCCINT,0,
AA15,,GND,0,
AA16,,VCCINT,0,
AA17,,GND,0,
AA18,,VCCINT,0,
AA19,,GND,0,
AA2,,GND,0,
AA20,,VCCINT,0,
AA21,,GND,0,
AA22,,VCCINT,0,
AA23,,GND,0,
AA24,,VCCINT,0,
AA25,,GND,0,
AA26,,VCCAUX_IO,0,
AA27,,GND,0,
AA28,,VCCAUX_IO,0,
AA29,,GND,0,
AA30,,VCCAUX,0,
AA31,,GND,0,
AA35,,GND,0,
AA38,,GND,0,
AA39,,MGTAVTT_LN,0,
AA42,,GND,0,
AA43,,GND,0,
AA44,,GND,0,
AA5,,GND,0,
AA6,,GND,0,
AA7,,GND,0,
AB12,,GND,0,
AB13,,VCCBRAM,0,
AB14,,GND,0,
AB15,,VCCINT,0,
AB16,,GND,0,
AB17,,VCCINT,0,
AB18,,GND,0,
AB19,,VCCINT,0,
AB20,,GND,0,
AB21,,VCCINT,0,
AB22,,GND,0,
AB23,,VCCINT,0,
AB24,,GND,0,
AB25,,VCCINT_IO,0,
AB26,,GND,0,
AB27,,VCCAUX_IO,0,
AB28,,GND,0,
AB29,,VCCAUX,0,
AB3,,GND,0,
AB30,,GND,0,
AB31,63,VREF_63,0,
AB33,63,VCCO_63,0,
AB35,,GND,0,
AB36,,MGTVCCAUX_LN,0,
AB37,,GND,0,
AB4,,GND,0,
AB40,,GND,0,
AB41,,MGTAVTT_LN,0,
AB42,,GND,0,
AB45,,GND,0,
AB46,,GND,0,
AB5,,GND,0,
AB8,,GND,0,
AB9,,MGTAVTT_RS,0,
AC1,,GND,0,
AC10,,GND,0,
AC11,,MGTVCCAUX_RS,0,
AC12,0,DONE_0,0,
AC13,0,TDO_0,0,
AC14,,VCCBRAM,0,
AC15,,GND,0,
AC16,,VCCINT,0,
AC17,,GND,0,
AC18,,VCCINT,0,
AC19,,GND,0,
AC2,,GND,0,
AC20,,VCCINT,0,
AC21,,GND,0,
AC22,,VCCINT,0,
AC23,,GND,0,
AC24,,VCCINT_IO,0,
AC25,,GND,0,
AC26,,VCCAUX_IO,0,
AC27,,GND,0,
AC28,,VCCAUX_IO,0,
AC29,,GND,0,
AC30,,VCCAUX,0,
AC35,,GND,0,
AC38,,MGTAVTT_LN,0,
AC39,,GND,0,
AC42,,GND,0,
AC43,,GND,0,
AC44,,GND,0,
AC5,,GND,0,
AC6,,MGTAVTT_RS,0,
AC7,,GND,0,
AD12,0,POR_OVERRIDE,0,
AD13,0,VCCO_0,0,
AD14,,GND,0,
AD15,,VCCINT,0,
AD16,,GND,0,
AD17,,VCCINT,0,
AD18,,GND,0,
AD19,,VCCINT,0,
AD20,,GND,0,
AD21,,VCCINT,0,
AD22,,GND,0,
AD23,,VCCINT,0,
AD24,,GND,0,
AD25,,VCCINT_IO,0,
AD26,,GND,0,
AD27,,VCCAUX_IO,0,
AD28,,GND,0,
AD29,,VCCAUX,0,
AD3,,GND,0,
AD32,,GND,0,
AD35,,GND,0,
AD36,,MGTAVCC_LN,0,
AD37,,GND,0,
AD4,,GND,0,
AD40,,MGTAVTT_LN,0,
AD41,,GND,0,
AD42,,GND,0,
AD45,,GND,0,
AD46,,GND,0,
AD5,,GND,0,
AD8,,MGTAVTT_RS,0,
AD9,,GND,0,
AE1,,GND,0,
AE10,,GND,0,
AE11,,MGTVCCAUX_RS,0,
AE12,0,PROGRAM_B_0,0,
AE13,0,TCK_0,0,
AE14,,VCCBRAM,0,
AE15,0,TDI_0,0,
AE16,,VCCINT,0,
AE17,,GND,0,
AE18,,VCCINT,0,
AE19,,GND,0,
AE2,,GND,0,
AE20,,VCCINT,0,
AE21,,GND,0,
AE22,,VCCINT,0,
AE23,,GND,0,
AE24,,VCCINT,0,
AE25,,GND,0,
AE26,,VCCINT_IO,0,
AE27,,GND,0,
AE28,,VCCAUX_IO,0,
AE29,,GND,0,
AE34,63,VCCO_63,0,
AE35,,GND,0,
AE38,,GND,0,
AE39,,MGTAVTT_LN,0,
AE42,,GND,0,
AE43,,GND,0,
AE44,,GND,0,
AE5,,GND,0,
AE6,,GND,0,
AE7,,MGTAVTT_RS,0,
AF12,,GND,0,
AF13,0,VCCO_0,0,
AF14,,GND,0,
AF15,,VCCINT,0,
AF16,,GND,0,
AF17,,VCCINT,0,
AF18,,GNDADC,0,
AF19,,VCCADC,0,
AF20,,GND,0,
AF21,,VCCINT,0,
AF22,,GND,0,
AF23,,VCCINT,0,
AF24,,GND,0,
AF25,,VCCINT_IO,0,
AF26,,GND,0,
AF27,,VCCAUX_IO,0,
AF28,,GND,0,
AF29,,VCCAUX,0,
AF3,,GND,0,
AF31,63,VCCO_63,0,
AF35,,GND,0,
AF36,,GND,0,
AF37,,MGTAVCC_LN,0,
AF4,,GND,0,
AF40,,GND,0,
AF41,,MGTAVTT_LN,0,
AF42,,GND,0,
AF45,,GND,0,
AF46,,GND,0,
AF5,,GND,0,
AF8,,GND,0,
AF9,,MGTAVTT_RS,0,
AG1,,GND,0,
AG10,,MGTAVCC_RS,0,
AG11,,GND,0,
AG12,0,RDWR_FCS_B_0,0,
AG13,0,CCLK_0,0,
AG14,,VCCBRAM,0,
AG15,0,TMS_0,0,
AG16,,VCCINT,0,
AG17,,GND,0,
AG18,0,VREFN,0,
AG2,,GND,0,
AG20,,VCCINT,0,
AG21,,GND,0,
AG22,,VCCINT,0,
AG23,,GND,0,
AG24,,VCCINT,0,
AG25,,GND,0,
AG26,,VCCAUX_IO,0,
AG27,,GND,0,
AG28,,VCCAUX_IO,0,
AG33,,GND,0,
AG35,,GND,0,
AG38,,MGTAVCC_LS,0,
AG39,,GND,0,
AG42,,GND,0,
AG43,,GND,0,
AG44,,GND,0,
AG5,,GND,0,
AG6,,MGTAVTT_RS,0,
AG7,,GND,0,
AH12,0,D03_0,0,
AH13,,VCCINT,0,
AH14,,GND,0,
AH15,,VCCINT,0,
AH16,,GND,0,
AH17,,VCCINT,0,
AH19,0,VREFP,0,
AH20,,GND,0,
AH21,,VCCINT,0,
AH22,,GND,0,
AH23,,VCCINT,0,
AH24,,GND,0,
AH25,,VCCINT_IO,0,
AH26,,GND,0,
AH27,,VCCAUX_IO,0,
AH3,,GND,0,
AH30,,GND,0,
AH35,,GND,0,
AH36,,MGTVCCAUX_LS,0,
AH37,,GND,0,
AH4,,GND,0,
AH40,,MGTAVTT_LS,0,
AH41,,GND,0,
AH42,,GND,0,
AH45,,GND,0,
AH46,,GND,0,
AH5,,GND,0,
AH8,,MGTAVTT_RS,0,
AH9,,GND,0,
AJ1,,GND,0,
AJ10,,GND,0,
AJ11,,MGTAVCC_RS,0,
AJ12,0,D01_DIN_0,0,
AJ13,,GND,0,
AJ14,,VCCINT,0,
AJ15,,GND,0,
AJ16,,VCCINT,0,
AJ17,,GND,0,
AJ18,0,DXN,0,
AJ19,0,DXP,0,
AJ2,,GND,0,
AJ20,,VCCINT,0,
AJ21,,GND,0,
AJ22,,VCCINT,0,
AJ23,,GND,0,
AJ24,,VCCINT,0,
AJ25,,GND,0,
AJ26,,VCCAUX_IO,0,
AJ32,63,VCCO_63,0,
AJ35,,GND,0,
AJ38,,GND,0,
AJ39,,MGTAVTT_LS,0,
AJ42,,GND,0,
AJ43,,GND,0,
AJ44,,GND,0,
AJ5,,GND,0,
AJ6,,GND,0,
AJ7,,MGTAVTT_RS,0,
AK12,0,D00_MOSI_0,0,
